LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
29,43:52.994,10.445,0.627,168.788,1:26.772,12.0,18.0,21,C. Williams,Trident,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:53.837,11.288,0.843,168.734,1:26.688,9.0,19.0,4,M. Sato,Virtuosi Racing,Zandvoort,Sprint Race,Round 12 ,2022-09-04
29,43:54.019,11.470,0.182,168.723,1:26.003,24.0,20.0,10,T. Pourchaire,ART Grand Prix,Zandvoort,Sprint Race,Round 12 ,2022-09-04
21,35:29.646,-,-,205.122,1:33.817,18.0,1.0,8,J. Vips,Hitech Grand Prix,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:30.681,1.035,1.035,205.022,1:33.763,19.0,2.0,9,F. Vesti,ART Grand Prix,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:37.330,7.684,6.649,204.385,1:34.059,12.0,3.0,2,J. Daruvala,PREMA Racing,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:38.668,9.022,1.338,204.257,1:34.017,11.0,4.0,6,L. Sargeant,Carlin,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:42.775,13.129,3.667,203.865,1:34.039,20.0,5.0,5,L. Lawson,Carlin,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:42.952,13.306,0.177,203.848,1:33.930,21.0,6.0,3,J. Doohan,Virtuosi Racing,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:44.037,14.391,1.085,203.745,1:33.856,20.0,7.0,24,D. Beckmann,Van Amersfoort Racing,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:39.108,9.462,0.440,204.215,1:33.874,20.0,8.0,20,R. Verschoor,Trident,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:44.369,14.723,0.332,203.714,1:33.739,20.0,9.0,1,D. Hauger,PREMA Racing,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:47.267,17.621,2.898,203.439,1:33.935,20.0,10.0,7,M. Armstrong,Hitech Grand Prix,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:48.841,19.195,1.574,203.29,1:34.103,8.0,11.0,4,M. Sato,Virtuosi Racing,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:52.250,22.604,3.409,202.968,1:34.052,7.0,12.0,22,E. Fittipaldi,Charouz Racing System,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:53.832,24.186,1.582,202.819,1:33.911,8.0,13.0,16,L. Ghiotto,DAMS,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:54.333,24.687,0.501,202.771,1:33.912,12.0,14.0,21,C. Williams,Trident,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:55.553,25.907,1.220,202.657,1:34.065,8.0,15.0,25,A. Cordeel,Van Amersfoort Racing,Monza,Sprint Race,Round 13 ,2022-09-11
21,35:57.801,28.155,2.248,202.446,1:34.447,7.0,16.0,17,A. Iwasa,DAMS,Monza,Sprint Race,Round 13 ,2022-09-11
21,36:00.031,30.385,2.230,202.237,1:34.035,6.0,17.0,10,T. Pourchaire,ART Grand Prix,Monza,Sprint Race,Round 13 ,2022-09-11
23,1:11:53.868,-,-,101.267,1:39.292,7.0,1.0,5,L. Lawson,Carlin,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:01.811,7.943,7.943,101.08,1:39.337,7.0,2.0,20,R. Verschoor,Trident,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:02.671,8.803,0.860,101.06,1:39.835,9.0,3.0,11,F. Drugovich,MP Motorsport,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:08.805,14.937,6.134,100.917,1:39.448,8.0,4.0,1,D. Hauger,PREMA Racing,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:09.317,15.449,0.512,100.905,1:39.465,8.0,5.0,25,A. Cordeel,Van Amersfoort Racing,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:09.806,15.938,0.489,100.894,1:39.987,8.0,6.0,6,L. Sargeant,Carlin,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:10.369,16.501,0.563,100.881,1:39.850,8.0,7.0,3,J. Doohan,Virtuosi Racing,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:11.181,17.313,0.812,100.862,1:39.860,9.0,8.0,16,R. Nissany,DAMS,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:11.447,17.579,0.266,100.856,1:40.071,10.0,9.0,10,T. Pourchaire,ART Grand Prix,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:11.836,17.968,0.389,100.847,1:40.009,10.0,10.0,7,M. Armstrong,Hitech Grand Prix,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:13.081,19.213,1.245,100.818,1:40.115,16.0,11.0,9,F. Vesti,ART Grand Prix,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:15.899,22.031,2.818,100.752,1:39.999,8.0,12.0,8,J. Vips,Hitech Grand Prix,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:18.030,24.162,2.131,100.703,1:40.154,10.0,13.0,17,A. Iwasa,DAMS,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:20.963,27.095,2.933,100.634,1:40.020,13.0,14.0,12,C. Novalak,MP Motorsport,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:27.728,33.860,0.696,100.478,1:40.595,10.0,15.0,21,Z. Maloney,Trident,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:27.902,34.034,0.174,100.474,1:40.604,8.0,16.0,14,O. Caldwell,Campos Racing,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:30.298,36.430,2.396,100.419,1:40.342,4.0,17.0,15,R. Boschung,Campos Racing,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:27.032,33.164,6.069,100.494,1:40.324,12.0,18.0,24,J. Correa,Van Amersfoort Racing,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:12:52.578,58.710,22.280,99.907,1:40.366,17.0,19.0,4,M. Sato,Virtuosi Racing,Yas Island,Sprint Race,Round 14 ,2022-11-20
23,1:13:08.758,74.890,16.180,99.539,1:41.720,8.0,20.0,23,T. Calderón,Charouz Racing System,Yas Island,Sprint Race,Round 14 ,2022-11-20
21,41:22.995,-,-,177.964,1:47.984,21.0,1.0,5,L. Lawson,Carlin,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:26.201,3.206,3.206,177.735,1:48.395,21.0,2.0,2,J. Daruvala,PREMA Racing,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:27.830,4.835,0.283,177.618,1:48.310,21.0,3.0,11,F. Drugovich,MP Motorsport,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:28.704,5.709,0.874,177.556,1:48.433,21.0,4.0,3,J. Doohan,Virtuosi Racing,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:30.943,7.948,0.861,177.396,1:48.724,15.0,5.0,9,F. Vesti,ART Grand Prix,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:31.255,8.260,0.312,177.374,1:48.757,18.0,6.0,17,A. Iwasa,DAMS,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:27.547,4.552,1.346,177.639,1:48.453,21.0,7.0,10,T. Pourchaire,ART Grand Prix,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:32.649,9.654,0.221,177.275,1:48.784,18.0,8.0,6,L. Sargeant,Carlin,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:33.581,10.586,0.932,177.209,1:48.823,16.0,9.0,4,M. Sato,Virtuosi Racing,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:33.974,10.979,0.393,177.181,1:48.731,16.0,10.0,24,D. Beckmann,Van Amersfoort Racing,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:30.082,7.087,1.378,177.458,1:48.722,21.0,11.0,8,J. Vips,Hitech Grand Prix,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:35.472,12.477,1.498,177.074,1:48.926,18.0,12.0,1,D. Hauger,PREMA Racing,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:35.525,12.530,0.053,177.071,1:48.228,16.0,13.0,21,C. Williams,Trident,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:32.428,9.433,1.173,177.291,1:48.731,15.0,14.0,7,M. Armstrong,Hitech Grand Prix,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:38.856,15.861,3.331,176.835,1:49.148,4.0,15.0,23,C. Bölükbasi,Charouz Racing System,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:39.531,16.536,0.675,176.787,1:48.679,16.0,16.0,16,R. Nissany,DAMS,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:39.638,16.643,0.107,176.779,1:48.408,17.0,17.0,12,C. Novalak,MP Motorsport,Le Castellet,Sprint Race,Round 9 ,2022-07-24
21,41:40.333,17.338,0.695,176.73,1:48.384,17.0,18.0,14,O. Caldwell,Campos Racing,Le Castellet,Sprint Race,Round 9 ,2022-07-24
23,41:50.597,-,-,178.136,1:47.857,4.0,1.0,25,R. Boschung,Campos Racing,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:01.445,10.848,10.848,177.369,1:48.205,4.0,2.0,1,D. Hauger,MP Motorsport,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:06.759,16.162,5.314,176.996,1:47.787,3.0,3.0,6,V. Martins,ART Grand Prix,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:15.091,24.494,8.332,176.414,1:47.866,3.0,4.0,11,A. Iwasa,DAMS,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:20.306,29.709,5.215,176.052,1:47.691,5.0,5.0,5,T. Pourchaire,ART Grand Prix,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:21.498,30.901,1.192,175.97,1:47.975,4.0,6.0,2,J. Daruvala,MP Motorsport,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:32.138,41.541,10.640,175.236,1:48.626,3.0,7.0,24,K. Maini,Campos Racing,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:33.662,43.065,1.524,175.132,1:48.661,7.0,8.0,4,E. Fittipaldi,Carlin,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:34.732,44.135,1.070,175.058,1:48.699,4.0,9.0,3,Z. Maloney,Carlin,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:39.137,48.540,4.405,174.757,1:48.932,3.0,10.0,23,J. Correa,Van Amersfoort Racing,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:39.848,49.251,0.711,174.708,1:49.100,3.0,11.0,14,J. Doohan,Invicta Virtuosi Racing,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:40.761,50.164,0.913,174.646,1:48.007,4.0,12.0,12,A. Leclerc,DAMS,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:41.222,50.625,0.461,174.615,1:48.487,5.0,13.0,20,R. Stanek,Trident,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:42.880,52.283,1.658,174.502,1:49.386,5.0,14.0,9,J. Crawford,Hitech Pulse-Eight,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:44.349,53.752,1.469,174.402,1:46.953,16.0,15.0,8,O. Bearman,PREMA Racing,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:45.204,54.607,0.855,174.344,1:49.430,3.0,16.0,21,C. Novalak,Trident,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:45.242,54.645,0.038,174.341,1:47.243,20.0,17.0,7,F. Vesti,PREMA Racing,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:55.083,64.486,9.841,173.675,1:47.046,19.0,18.0,16,R. Nissany,PHM Racing by Charouz,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,42:59.365,68.768,4.282,173.386,1:48.760,3.0,19.0,17,B. Benavides,PHM Racing by Charouz,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,43:03.920,73.323,4.555,173.081,1:48.699,3.0,20.0,10,I. Hadjar,Hitech Pulse-Eight,Sakhir,Sprint Race,Round 1 ,2023-03-05
23,43:04.397,73.800,0.477,173.049,1:47.590,19.0,21.0,15,A. Cordeel,Invicta Virtuosi Racing,Sakhir,Sprint Race,Round 1 ,2023-03-05
21,39:05.284,DNF,-,174.077,1:48.722,3.0,22.0,22,R. Verschoor,Van Amersfoort Racing,Sakhir,Sprint Race,Round 1 ,2023-03-05
20,42:21.514,-,-,174.552,1:45.523,14.0,1.0,11,A. Iwasa,DAMS,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:22.214,0.700,0.700,174.504,1:44.886,14.0,2.0,6,V. Martins,ART Grand Prix,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:22.700,1.186,0.486,174.471,1:45.288,14.0,3.0,2,J. Daruvala,MP Motorsport,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:23.493,1.979,0.793,174.416,1:45.479,15.0,4.0,25,R. Boschung,Campos Racing,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:24.058,2.544,0.565,174.378,1:45.471,15.0,5.0,24,K. Maini,Campos Racing,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:24.454,2.940,0.396,174.35,1:45.428,15.0,6.0,7,F. Vesti,PREMA Racing,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:24.894,3.380,0.440,174.32,1:45.216,20.0,7.0,14,J. Doohan,Invicta Virtuosi Racing,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:26.069,4.555,1.175,174.24,1:45.350,14.0,8.0,1,D. Hauger,MP Motorsport,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:26.092,4.578,0.023,174.238,1:45.580,14.0,9.0,9,J. Crawford,Hitech Pulse-Eight,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:27.926,6.412,1.834,174.113,1:45.579,16.0,10.0,16,R. Nissany,PHM Racing by Charouz,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:28.400,6.886,0.474,174.08,1:45.297,14.0,11.0,12,A. Leclerc,DAMS,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:29.156,7.642,0.756,174.029,1:45.296,19.0,12.0,10,I. Hadjar,Hitech Pulse-Eight,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:29.872,8.358,0.716,173.98,1:45.255,19.0,13.0,4,E. Fittipaldi,Carlin,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:34.641,13.127,4.769,173.655,1:46.126,19.0,14.0,23,J. Correa,Van Amersfoort Racing,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:35.257,13.743,0.616,173.613,1:46.228,15.0,15.0,21,C. Novalak,Trident,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:35.292,13.778,0.035,173.611,1:45.915,12.0,16.0,22,R. Verschoor,Van Amersfoort Racing,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:35.774,14.260,0.482,173.578,1:45.902,13.0,17.0,20,R. Stanek,Trident,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:42.014,20.500,6.240,173.155,1:46.150,14.0,18.0,17,B. Benavides,PHM Racing by Charouz,Jeddah,Sprint Race,Round 2 ,2023-03-19
20,42:56.932,35.418,14.918,172.153,1:47.714,12.0,19.0,15,A. Cordeel,Invicta Virtuosi Racing,Jeddah,Sprint Race,Round 2 ,2023-03-19
22,40:03.429,-,-,173.925,1:31.267,13.0,1.0,1,D. Hauger,MP Motorsport,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:04.549,1.120,1.120,173.844,1:31.947,11.0,2.0,9,J. Crawford,Hitech Pulse-Eight,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:05.145,1.716,0.596,173.801,1:31.955,13.0,3.0,24,K. Maini,Campos Racing,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:05.493,2.064,0.348,173.776,1:31.964,9.0,4.0,12,A. Leclerc,DAMS,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:05.876,2.447,0.383,173.748,1:31.857,10.0,5.0,3,Z. Maloney,Carlin,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:06.271,2.842,0.395,173.72,1:31.815,11.0,6.0,10,I. Hadjar,Hitech Pulse-Eight,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:08.287,4.858,2.016,173.574,1:31.783,10.0,7.0,8,O. Bearman,PREMA Racing,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:08.728,5.299,0.441,173.542,1:31.709,11.0,8.0,7,F. Vesti,PREMA Racing,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:09.020,5.591,0.292,173.521,1:32.057,11.0,9.0,16,R. Nissany,PHM Racing by Charouz,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:09.188,5.759,0.168,173.509,1:32.337,11.0,10.0,22,R. Verschoor,Van Amersfoort Racing,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:09.846,6.417,0.658,173.462,1:32.261,11.0,11.0,21,C. Novalak,Trident,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:15.280,11.851,5.434,173.072,1:32.406,11.0,12.0,15,A. Cordeel,Invicta Virtuosi Racing,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:15.824,12.395,0.544,173.033,1:31.587,11.0,13.0,11,A. Iwasa,DAMS,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:20.245,16.816,4.421,172.717,1:32.175,22.0,14.0,23,J. Correa,Van Amersfoort Racing,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:40.069,36.640,19.824,171.313,1:31.772,10.0,15.0,6,V. Martins,ART Grand Prix,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:40.651,37.222,0.582,171.272,1:32.299,11.0,16.0,20,R. Stanek,Trident,Melbourne,Sprint Race,Round 3 ,2023-04-02
22,40:44.505,41.076,3.854,171.002,1:32.169,11.0,17.0,2,J. Daruvala,MP Motorsport,Melbourne,Sprint Race,Round 3 ,2023-04-02
20,37:02.903,DNF,-,170.954,1:32.354,10.0,18.0,5,T. Pourchaire,ART Grand Prix,Melbourne,Sprint Race,Round 3 ,2023-04-02
21,51:27.274,-,-,146.877,1:55.796,14.0,1.0,8,O. Bearman,PREMA Racing,Baku,Sprint Race,Round 4 ,2023-04-30
21,51:28.144,0.870,0.870,146.836,1:56.163,13.0,2.0,7,F. Vesti,PREMA Racing,Baku,Sprint Race,Round 4 ,2023-04-30
21,51:30.364,3.090,2.220,146.731,1:56.176,14.0,3.0,9,J. Crawford,Hitech Pulse-Eight,Baku,Sprint Race,Round 4 ,2023-04-30
21,51:33.759,6.485,3.395,146.57,1:56.168,14.0,4.0,24,K. Maini,Campos Racing,Baku,Sprint Race,Round 4 ,2023-04-30
21,51:35.153,7.879,1.394,146.504,1:56.389,13.0,5.0,4,E. Fittipaldi,Carlin,Baku,Sprint Race,Round 4 ,2023-04-30
21,51:37.679,10.405,2.526,146.384,1:56.709,12.0,6.0,23,J. Correa,Van Amersfoort Racing,Baku,Sprint Race,Round 4 ,2023-04-30
21,51:38.364,11.090,0.685,146.352,1:57.002,13.0,7.0,21,C. Novalak,Trident,Baku,Sprint Race,Round 4 ,2023-04-30
21,51:42.339,15.065,1.463,146.164,1:57.031,10.0,8.0,20,R. Stanek,Trident,Baku,Sprint Race,Round 4 ,2023-04-30
21,51:43.506,16.232,1.167,146.109,1:57.343,13.0,9.0,15,A. Cordeel,Invicta Virtuosi Racing,Baku,Sprint Race,Round 4 ,2023-04-30
21,51:45.414,18.140,1.908,146.019,1:56.171,11.0,10.0,17,B. Benavides,PHM Racing by Charouz,Baku,Sprint Race,Round 4 ,2023-04-30
21,56:40.876,13.602,2.512,146.233,1:56.680,11.0,11.0,10,I. Hadjar,Hitech Pulse-Eight,Baku,Sprint Race,Round 4 ,2023-04-30
18,41:52.761,DNF,-,154.658,1:56.062,14.0,12.0,1,D. Hauger,MP Motorsport,Baku,Sprint Race,Round 4 ,2023-04-30
18,41:52.939,DNF,-,154.647,1:55.989,14.0,13.0,6,V. Martins,ART Grand Prix,Baku,Sprint Race,Round 4 ,2023-04-30
18,41:53.467,DNF,-,154.615,1:56.185,14.0,14.0,2,J. Daruvala,MP Motorsport,Baku,Sprint Race,Round 4 ,2023-04-30
18,41:53.893,DNF,-,154.588,1:56.112,14.0,15.0,5,T. Pourchaire,ART Grand Prix,Baku,Sprint Race,Round 4 ,2023-04-30
18,41:54.411,DNF,-,154.557,1:56.384,13.0,16.0,12,A. Leclerc,DAMS,Baku,Sprint Race,Round 4 ,2023-04-30
18,41:54.746,DNF,-,154.536,1:56.709,13.0,17.0,14,J. Doohan,Invicta Virtuosi Racing,Baku,Sprint Race,Round 4 ,2023-04-30
30,46:39.033,-,-,128.757,1:23.749,9.0,1.0,11,A. Iwasa,DAMS,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,46:45.711,6.678,6.678,128.45,1:23.541,10.0,2.0,2,J. Daruvala,MP Motorsport,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,46:47.368,8.335,1.657,128.375,1:24.128,11.0,3.0,9,J. Crawford,Hitech Pulse-Eight,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,46:47.853,8.820,0.485,128.352,1:23.726,14.0,4.0,22,R. Verschoor,Van Amersfoort Racing,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,46:50.011,10.978,2.158,128.254,1:24.132,11.0,5.0,3,Z. Maloney,Carlin,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,46:53.668,14.635,3.657,128.087,1:22.819,28.0,6.0,14,J. Doohan,Invicta Virtuosi Racing,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,46:54.422,15.389,0.754,128.053,1:22.982,28.0,7.0,6,V. Martins,ART Grand Prix,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,46:56.402,17.369,1.980,127.963,1:23.365,28.0,8.0,5,T. Pourchaire,ART Grand Prix,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,46:57.444,18.411,1.042,127.915,1:23.410,17.0,9.0,7,F. Vesti,PREMA Racing,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,46:57.834,18.801,0.390,127.898,1:24.655,14.0,10.0,4,E. Fittipaldi,Carlin,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,46:59.574,20.541,1.238,127.819,1:24.834,9.0,11.0,17,B. Benavides,PHM Racing by Charouz,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,47:00.385,21.352,0.811,127.782,1:24.254,19.0,12.0,20,R. Stanek,Trident,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,47:01.428,22.395,1.043,127.735,1:23.700,15.0,14.0,24,K. Maini,Campos Racing,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,47:01.995,22.962,0.567,127.709,1:24.701,15.0,14.0,12,A. Leclerc,DAMS,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,47:04.082,25.049,2.087,127.615,1:23.990,11.0,15.0,1,D. Hauger,MP Motorsport,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,47:08.336,19.303,0.502,127.875,1:24.697,10.0,16.0,23,J. Correa,Van Amersfoort Racing,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
30,47:17.467,38.434,13.385,127.013,1:24.700,30.0,17.0,21,C. Novalak,Trident,Monte Carlo,Sprint Race,Round 6 ,2023-05-28
26,47:22.796,-,-,153.173,1:28.558,26.0,1.0,7,F. Vesti,PREMA Racing,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:23.900,1.104,1.104,153.114,1:28.422,26.0,2.0,5,T. Pourchaire,ART Grand Prix,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:27.422,4.626,3.522,152.924,1:29.355,26.0,3.0,6,V. Martins,ART Grand Prix,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:27.980,5.184,0.558,152.894,1:29.385,26.0,4.0,1,D. Hauger,MP Motorsport,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:28.457,5.661,0.477,152.869,1:29.365,26.0,5.0,14,J. Doohan,Invicta Virtuosi Racing,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:29.816,7.020,1.359,152.796,1:30.058,26.0,6.0,22,R. Verschoor,Van Amersfoort Racing,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:30.282,7.486,0.466,152.771,1:29.935,26.0,7.0,8,O. Bearman,PREMA Racing,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:32.660,9.864,2.378,152.644,1:30.666,25.0,8.0,11,A. Iwasa,DAMS,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:33.011,10.215,0.351,152.625,1:30.667,25.0,9.0,12,A. Leclerc,DAMS,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:35.183,12.387,2.172,152.509,1:31.138,26.0,10.0,4,E. Fittipaldi,Carlin,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:35.617,12.821,0.434,152.485,1:31.034,26.0,11.0,21,C. Novalak,Trident,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:36.747,13.951,1.130,152.425,1:31.694,26.0,12.0,10,I. Hadjar,Hitech Pulse-Eight,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:37.125,14.329,0.378,152.405,1:31.565,26.0,13.0,20,R. Stanek,Trident,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:38.852,16.056,1.727,152.313,1:31.540,26.0,14.0,3,Z. Maloney,Carlin,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:39.718,16.922,0.866,152.267,1:30.917,26.0,15.0,17,B. Benavides,PHM Racing by Charouz,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:43.628,20.832,3.910,152.059,1:33.069,26.0,16.0,25,R. Boschung,Campos Racing,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,47:47.453,24.65,3.825,151.856,1:30.698,25.0,17.0,15,A. Cordeel,Invicta Virtuosi Racing,Barcelona,Sprint Race,Round 7 ,2023-06-04
26,48:23.640,60.844,36.187,149.964,1:32.678,26.0,18.0,24,K. Maini,Campos Racing,Barcelona,Sprint Race,Round 7 ,2023-06-04
25,46:06.237,DNF,-,151.352,1:32.030,25.0,19.0,2,J. Daruvala,MP Motorsport,Barcelona,Sprint Race,Round 7 ,2023-06-04
25,46:06.748,DNF,-,151.324,1:32.045,25.0,20.0,16,R. Nissany,PHM Racing by Charouz,Barcelona,Sprint Race,Round 7 ,2023-06-04
23,43:01.023,-,-,173.275,1:44.074,16.0,1.0,1,C. Leclerc,PREMA Racing,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:02.592,1.569,-,173.17,1:47.043,7.0,2.0,5,L. Ghiotto,RUSSIAN TIME,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:03.921,2.898,1.329,173.081,1:47.175,8.0,3.0,9,O. Rowland,DAMS,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:08.598,7.575,4.677,172.768,1:47.760,14.0,4.0,10,N. Latifi,DAMS,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:10.985,9.962,2.387,172.609,1:46.998,7.0,5.0,15,J. King,MP Motorsport,Sakhir,Sprint Race,Round 1 ,2017-04-16
23,43:11.888,10.865,0.903,172.549,1:47.632,10.0,6.0,18,N. de Vries,Rapax,Sakhir,Sprint Race,Round 1 ,2017-04-16
