LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
33,57:16.348,13.440,12.092,182.452,1:39.786,11.0,4.0,1,D. Hauger,PREMA Racing,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:16.972,14.064,0.624,182.418,1:39.818,12.0,5.0,6,L. Sargeant,Carlin,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:18.627,15.719,1.655,182.331,1:39.485,14.0,6.0,25,A. Cordeel,Van Amersfoort Racing,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:21.070,18.162,2.443,182.201,1:39.350,25.0,7.0,20,R. Verschoor,Trident,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:23.187,20.279,2.117,182.089,1:39.771,14.0,8.0,8,J. Vips,Hitech Grand Prix,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:23.592,20.684,0.405,182.068,1:39.626,24.0,9.0,7,M. Armstrong,Hitech Grand Prix,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:25.089,22.181,1.497,181.989,1:39.930,12.0,10.0,16,R. Nissany,DAMS,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:25.640,22.732,0.551,181.96,1:39.910,14.0,11.0,9,F. Vesti,ART Grand Prix,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:26.397,23.489,0.757,181.92,1:39.146,24.0,12.0,12,C. Novalak,MP Motorsport,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:27.206,24.298,0.809,181.877,1:39.253,24.0,13.0,2,J. Daruvala,PREMA Racing,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:30.524,27.616,3.318,181.702,1:40.376,33.0,14.0,22,E. Fittipaldi,Charouz Racing System,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:31.154,28.246,0.630,181.669,1:39.307,24.0,15.0,4,M. Sato,Virtuosi Racing,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:34.662,31.754,3.508,181.484,1:40.135,14.0,16.0,21,Z. Maloney,Trident,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:40.354,37.44,5.692,181.186,1:39.996,20.0,17.0,24,J. Correa,Van Amersfoort Racing,Yas Island,Feature Race,Round 14 ,2022-11-20
33,57:48.024,45.116,12.670,180.785,1:40.396,21.0,18.0,23,T. Calderón,Charouz Racing System,Yas Island,Feature Race,Round 14 ,2022-11-20
31,55:13.253,DNF,-,177.754,1:40.010,23.0,19.0,10,T. Pourchaire,ART Grand Prix,Yas Island,Feature Race,Round 14 ,2022-11-20
29,51:04.060,DNF,-,179.801,1:40.081,29.0,20.0,14,O. Caldwell,Campos Racing,Yas Island,Feature Race,Round 14 ,2022-11-20
30,57:54.568,-,-,181.653,1:47.520,21.0,1.0,17,A. Iwasa,DAMS,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:03.217,8.649,8.649,181.202,1:47.643,19.0,2.0,10,T. Pourchaire,ART Grand Prix,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:04.455,9.887,1.238,181.137,1:47.740,18.0,3.0,9,F. Vesti,ART Grand Prix,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:04.821,10.253,0.366,181.118,1:46.901,29.0,4.0,11,F. Drugovich,MP Motorsport,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:10.618,16.050,5.797,180.817,1:47.631,18.0,5.0,3,J. Doohan,Virtuosi Racing,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:14.248,19.680,3.630,180.63,1:47.929,25.0,6.0,5,L. Lawson,Carlin,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:22.126,27.558,7.878,180.223,1:47.315,20.0,7.0,2,J. Daruvala,PREMA Racing,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:27.420,32.852,5.294,179.951,1:48.321,17.0,8.0,12,C. Novalak,MP Motorsport,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:31.082,36.514,3.662,179.764,1:48.411,28.0,9.0,16,R. Nissany,DAMS,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:32.254,37.686,1.172,179.704,1:48.392,28.0,10.0,22,E. Fittipaldi,Charouz Racing System,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:34.782,40.214,2.528,179.574,1:47.766,20.0,11.0,21,C. Williams,Trident,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:40.152,45.584,5.370,179.3,1:48.295,20.0,12.0,8,J. Vips,Hitech Grand Prix,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:41.044,46.476,0.892,179.255,1:48.445,23.0,13.0,14,O. Caldwell,Campos Racing,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:43.069,48.501,2.025,179.152,1:48.797,10.0,14.0,24,D. Beckmann,Van Amersfoort Racing,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,58:43.660,49.092,0.591,179.122,1:47.755,23.0,15.0,25,A. Cordeel,Van Amersfoort Racing,Le Castellet,Feature Race,Round 9 ,2022-07-24
30,59:19.704,85.136,36.044,177.308,1:47.226,28.0,16.0,1,D. Hauger,PREMA Racing,Le Castellet,Feature Race,Round 9 ,2022-07-24
28,54:47.917,DNF,-,179.172,1:48.192,17.0,17.0,20,R. Verschoor,Trident,Le Castellet,Feature Race,Round 9 ,2022-07-24
32,1:01:10.926,-,-,169.596,1:47.689,17.0,1.0,5,T. Pourchaire,ART Grand Prix,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:01:30.592,19.666,19.666,168.692,1:49.318,4.0,2.0,25,R. Boschung,Campos Racing,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:01:42.513,31.587,11.921,168.149,1:47.932,14.0,3.0,3,Z. Maloney,Carlin,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:01:49.715,38.789,7.202,167.823,1:48.383,14.0,4.0,24,K. Maini,Campos Racing,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:01:54.008,43.082,4.293,167.629,1:47.321,18.0,5.0,22,R. Verschoor,Van Amersfoort Racing,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:01:55.268,44.342,1.260,167.572,1:48.710,13.0,6.0,12,A. Leclerc,DAMS,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:01:57.382,46.456,2.114,167.477,1:49.521,14.0,7.0,10,I. Hadjar,Hitech Pulse-Eight,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:02:01.741,50.815,4.359,167.281,1:48.935,14.0,8.0,11,A. Iwasa,DAMS,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:02:02.322,51.396,0.581,167.254,1:48.986,13.0,9.0,4,E. Fittipaldi,Carlin,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:02:02.763,51.837,0.441,167.235,1:49.249,15.0,10.0,23,J. Correa,Van Amersfoort Racing,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:02:03.865,52.939,1.102,167.185,1:49.725,16.0,11.0,16,R. Nissany,PHM Racing by Charouz,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:02:04.255,53.329,0.390,167.168,1:48.835,17.0,12.0,9,J. Crawford,Hitech Pulse-Eight,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:02:04.879,53.953,0.624,167.14,1:48.712,21.0,13.0,21,C. Novalak,Trident,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:02:10.665,59.739,5.786,166.88,1:48.383,13.0,14.0,8,O. Bearman,PREMA Racing,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:02:11.894,60.968,1.229,166.825,1:50.006,16.0,15.0,15,A. Cordeel,Invicta Virtuosi Racing,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:02:16.130,65.204,4.236,166.636,1:48.516,12.0,16.0,14,J. Doohan,Invicta Virtuosi Racing,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:02:17.389,66.463,1.259,166.58,1:49.079,14.0,17.0,2,J. Daruvala,MP Motorsport,Sakhir,Feature Race,Round 1 ,2023-03-05
32,1:02:44.161,93.235,26.772,165.395,1:48.088,19.0,18.0,17,B. Benavides,PHM Racing by Charouz,Sakhir,Feature Race,Round 1 ,2023-03-05
28,50:45.587,-,-,204.045,1:44.847,14.0,1.0,7,F. Vesti,PREMA Racing,Jeddah,Feature Race,Round 2 ,2023-03-19
28,50:49.546,3.959,3.959,203.78,1:45.122,27.0,2.0,14,J. Doohan,Invicta Virtuosi Racing,Jeddah,Feature Race,Round 2 ,2023-03-19
28,50:53.133,7.546,3.587,203.541,1:45.041,25.0,3.0,2,J. Daruvala,MP Motorsport,Jeddah,Feature Race,Round 2 ,2023-03-19
28,50:56.966,11.379,3.833,203.286,1:45.031,28.0,4.0,11,A. Iwasa,DAMS,Jeddah,Feature Race,Round 2 ,2023-03-19
28,50:57.299,11.712,0.333,203.264,1:44.535,27.0,5.0,1,D. Hauger,MP Motorsport,Jeddah,Feature Race,Round 2 ,2023-03-19
28,50:59.601,14.014,2.302,203.111,1:44.543,26.0,6.0,22,R. Verschoor,Van Amersfoort Racing,Jeddah,Feature Race,Round 2 ,2023-03-19
28,50:59.807,14.220,0.206,203.097,1:44.349,28.0,7.0,4,E. Fittipaldi,Carlin,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:02.599,17.012,2.792,202.912,1:43.647,26.0,8.0,12,A. Leclerc,DAMS,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:07.233,21.646,4.634,202.605,1:43.773,26.0,9.0,10,I. Hadjar,Hitech Pulse-Eight,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:09.497,23.910,2.264,202.456,1:45.566,13.0,10.0,8,O. Bearman,PREMA Racing,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:14.441,28.854,4.944,202.13,1:45.145,23.0,11.0,16,R. Nissany,PHM Racing by Charouz,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:15.318,29.731,0.877,202.073,1:45.140,28.0,12.0,24,K. Maini,Campos Racing,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:16.825,31.238,1.507,201.974,1:45.730,21.0,13.0,5,T. Pourchaire,ART Grand Prix,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:17.606,32.019,0.781,201.922,1:44.151,26.0,14.0,20,R. Stanek,Trident,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:18.560,32.973,0.954,201.86,1:45.534,27.0,15.0,9,J. Crawford,Hitech Pulse-Eight,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:21.718,36.131,3.158,201.653,1:45.841,24.0,16.0,21,C. Novalak,Trident,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:22.663,37.076,0.945,201.591,1:45.394,20.0,17.0,3,Z. Maloney,Carlin,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:25.926,40.339,3.263,201.378,1:45.758,26.0,18.0,23,J. Correa,Van Amersfoort Racing,Jeddah,Feature Race,Round 2 ,2023-03-19
28,51:32.684,47.097,6.758,200.938,1:46.202,23.0,19.0,25,R. Boschung,Campos Racing,Jeddah,Feature Race,Round 2 ,2023-03-19
28,52:17.086,91.499,44.402,198.094,1:44.921,26.0,20.0,15,A. Cordeel,Invicta Virtuosi Racing,Jeddah,Feature Race,Round 2 ,2023-03-19
33,1:00:30.247,-,-,172.722,1:30.933,33.0,1.0,11,A. Iwasa,DAMS,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:31.129,0.882,0.882,172.68,1:30.825,33.0,2.0,5,T. Pourchaire,ART Grand Prix,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:31.731,1.484,0.602,172.652,1:30.815,32.0,3.0,12,A. Leclerc,DAMS,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:32.062,1.815,0.331,172.636,1:30.712,32.0,4.0,7,F. Vesti,PREMA Racing,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:35.537,5.290,3.475,172.471,1:31.623,32.0,5.0,3,Z. Maloney,Carlin,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:37.026,6.779,1.489,172.4,1:31.684,32.0,6.0,2,J. Daruvala,MP Motorsport,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:37.354,7.107,0.328,172.385,1:31.511,32.0,7.0,22,R. Verschoor,Van Amersfoort Racing,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:38.011,7.764,0.657,172.354,1:31.568,32.0,8.0,14,J. Doohan,Invicta Virtuosi Racing,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:38.541,8.294,0.530,172.329,1:30.993,33.0,9.0,24,K. Maini,Campos Racing,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:41.373,11.126,2.832,172.195,1:32.152,25.0,10.0,23,J. Correa,Van Amersfoort Racing,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:41.840,11.593,0.467,172.172,1:31.425,32.0,11.0,21,C. Novalak,Trident,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:44.149,13.902,2.309,172.063,1:31.842,33.0,12.0,17,B. Benavides,PHM Racing by Charouz,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:44.523,14.276,0.374,172.046,1:31.455,33.0,13.0,15,A. Cordeel,Invicta Virtuosi Racing,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:46.13,15.89,1.616,171.969,1:32.304,24.0,14.0,20,R. Stanek,Trident,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:57.54,17.437,1.545,171.897,1:31.610,32.0,15.0,10,I. Hadjar,Hitech Pulse-Eight,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:54.286,24.039,6.602,171.586,1:33.690,22.0,16.0,25,R. Boschung,Campos Racing,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:56.98,26.73,2.695,171.46,1:31.300,33.0,17.0,8,O. Bearman,PREMA Racing,Melbourne,Feature Race,Round 3 ,2023-04-02
33,1:00:47.546,27.29,0.565,171.433,1:31.706,17.0,18.0,6,V. Martins,ART Grand Prix,Melbourne,Feature Race,Round 3 ,2023-04-02
30,56:03.998,DNF,-,169.448,1:31.041,24.0,19.0,1,D. Hauger,MP Motorsport,Melbourne,Feature Race,Round 3 ,2023-04-02
29,57:23.163,-,-,181.907,1:54.736,22.0,1.0,8,O. Bearman,PREMA Racing,Baku,Feature Race,Round 4 ,2023-04-30
29,57:25.478,2.315,2.315,181.785,1:54.331,23.0,2.0,4,E. Fittipaldi,Carlin,Baku,Feature Race,Round 4 ,2023-04-30
29,57:25.770,2.607,0.292,181.77,1:54.492,29.0,3.0,5,T. Pourchaire,ART Grand Prix,Baku,Feature Race,Round 4 ,2023-04-30
29,57:38.386,15.223,11.412,181.107,1:54.561,28.0,4.0,7,F. Vesti,PREMA Racing,Baku,Feature Race,Round 4 ,2023-04-30
29,57:38.955,15.792,0.569,181.077,1:54.340,28.0,5.0,24,K. Maini,Campos Racing,Baku,Feature Race,Round 4 ,2023-04-30
29,57:40.464,17.301,1.509,180.998,1:54.709,26.0,6.0,1,D. Hauger,MP Motorsport,Baku,Feature Race,Round 4 ,2023-04-30
29,57:42.739,19.576,2.275,180.879,1:53.478,27.0,7.0,10,I. Hadjar,Hitech Pulse-Eight,Baku,Feature Race,Round 4 ,2023-04-30
29,57:50.032,26.869,7.293,180.499,1:55.235,20.0,8.0,22,R. Verschoor,Van Amersfoort Racing,Baku,Feature Race,Round 4 ,2023-04-30
29,57:50.704,27.541,0.672,180.464,1:55.192,21.0,9.0,9,J. Crawford,Hitech Pulse-Eight,Baku,Feature Race,Round 4 ,2023-04-30
29,57:52.858,29.695,2.154,180.352,1:54.741,28.0,10.0,12,A. Leclerc,DAMS,Baku,Feature Race,Round 4 ,2023-04-30
29,57:53.553,30.390,0.695,180.316,1:55.352,17.0,11.0,3,Z. Maloney,Carlin,Baku,Feature Race,Round 4 ,2023-04-30
29,57:55.969,32.806,2.416,180.191,1:53.912,28.0,12.0,11,A. Iwasa,DAMS,Baku,Feature Race,Round 4 ,2023-04-30
29,58:02.255,39.092,6.286,179.865,1:55.364,25.0,13.0,23,J. Correa,Van Amersfoort Racing,Baku,Feature Race,Round 4 ,2023-04-30
29,58:02.406,39.243,0.151,179.858,1:54.995,21.0,14.0,2,J. Daruvala,MP Motorsport,Baku,Feature Race,Round 4 ,2023-04-30
29,58:03.170,40.007,0.764,179.818,1:55.299,25.0,15.0,14,J. Doohan,Invicta Virtuosi Racing,Baku,Feature Race,Round 4 ,2023-04-30
29,58:03.180,40.017,0.010,179.818,1:55.390,25.0,16.0,21,C. Novalak,Trident,Baku,Feature Race,Round 4 ,2023-04-30
29,58:05.186,42.023,2.006,179.714,1:55.377,25.0,17.0,20,R. Stanek,Trident,Baku,Feature Race,Round 4 ,2023-04-30
29,58:16.365,53.202,11.179,179.139,1:56.109,28.0,18.0,16,R. Nissany,PHM Racing by Charouz,Baku,Feature Race,Round 4 ,2023-04-30
29,58:21.021,57.858,4.656,178.901,1:55.492,27.0,19.0,15,A. Cordeel,Invicta Virtuosi Racing,Baku,Feature Race,Round 4 ,2023-04-30
29,58:24.430,61.267,3.409,178.727,1:56.293,21.0,20.0,25,R. Boschung,Campos Racing,Baku,Feature Race,Round 4 ,2023-04-30
39,1:20:02.426,-,-,97.557,1:22.071,31.0,1.0,7,F. Vesti,PREMA Racing,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:04.930,2.504,2.504,97.507,1:22.058,32.0,2.0,5,T. Pourchaire,ART Grand Prix,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:17.979,15.553,13.049,97.243,1:23.564,30.0,3.0,3,Z. Maloney,Carlin,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:24.049,21.623,6.070,97.12,1:23.259,29.0,4.0,22,R. Verschoor,Van Amersfoort Racing,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:24.790,22.364,0.741,97.105,1:23.499,18.0,5.0,1,D. Hauger,MP Motorsport,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:27.743,25.317,2.953,97.046,1:23.760,29.0,6.0,24,K. Maini,Campos Racing,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:29.794,27.368,2.051,97.005,1:23.877,30.0,7.0,20,R. Stanek,Trident,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:30.079,27.653,0.285,96.999,1:21.724,32.0,8.0,6,V. Martins,ART Grand Prix,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:44.510,42.084,14.431,96.71,1:22.613,30.0,9.0,9,J. Crawford,Hitech Pulse-Eight,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:46.798,44.372,2.288,96.664,1:22.856,32.0,10.0,11,A. Iwasa,DAMS,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:47.679,45.253,0.881,96.647,1:22.614,33.0,11.0,8,O. Bearman,PREMA Racing,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:48.475,46.049,0.796,96.631,1:22.693,34.0,12.0,10,I. Hadjar,Hitech Pulse-Eight,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:20:56.985,54.559,8.510,96.462,1:22.992,38.0,13.0,2,J. Daruvala,MP Motorsport,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:21:00.068,57.642,3.083,96.4,1:23.454,32.0,14.0,23,J. Correa,Van Amersfoort Racing,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:21:14.478,72.052,14.410,96.115,1:23.041,30.0,15.0,16,R. Nissany,PHM Racing by Charouz,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:21:14.836,72.410,0.358,96.108,1:23.274,31.0,16.0,17,B. Benavides,PHM Racing by Charouz,Monte Carlo,Feature Race,Round 6 ,2023-05-28
39,1:21:15.268,72.842,0.432,96.1,1:23.134,31.0,17.0,21,C. Novalak,Trident,Monte Carlo,Feature Race,Round 6 ,2023-05-28
37,56:56.729,-,-,181.418,1:30.075,3.0,1.0,8,O. Bearman,PREMA Racing,Barcelona,Feature Race,Round 7 ,2023-06-04
37,56:59.573,2.844,2.844,181.267,1:30.318,4.0,2.0,4,E. Fittipaldi,Carlin,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:00.207,3.478,0.634,181.234,1:29.347,27.0,3.0,6,V. Martins,ART Grand Prix,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:05.752,9.023,5.545,180.94,1:30.554,26.0,4.0,11,A. Iwasa,DAMS,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:06.344,9.615,0.592,180.909,1:28.577,27.0,5.0,7,F. Vesti,PREMA Racing,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:13.820,17.091,7.476,180.515,1:30.472,2.0,6.0,14,J. Doohan,Invicta Virtuosi Racing,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:17.144,20.415,3.324,180.341,1:30.416,4.0,7.0,5,T. Pourchaire,ART Grand Prix,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:18.012,21.283,0.868,180.295,1:30.198,12.0,8.0,1,D. Hauger,MP Motorsport,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:18.612,21.883,0.600,180.264,1:29.863,24.0,9.0,12,A. Leclerc,DAMS,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:31.342,34.613,12.730,179.599,1:29.709,25.0,10.0,22,R. Verschoor,Van Amersfoort Racing,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:38.763,42.034,7.421,179.214,1:30.232,11.0,11.0,23,J. Correa,Van Amersfoort Racing,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:39.616,42.887,0.853,179.169,1:30.998,14.0,12.0,20,R. Stanek,Trident,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:40.221,43.492,0.605,179.138,1:29.960,26.0,13.0,9,J. Crawford,Hitech Pulse-Eight,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:42.282,45.553,2.061,179.031,1:29.640,21.0,14.0,2,J. Daruvala,MP Motorsport,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:55.016,58.287,12.734,178.375,1:30.813,8.0,15.0,25,R. Boschung,Campos Racing,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:57.382,60.653,2.366,178.254,1:28.887,31.0,16.0,3,Z. Maloney,Carlin,Barcelona,Feature Race,Round 7 ,2023-06-04
37,57:59.415,62.686,2.033,178.15,1:29.748,31.0,17.0,24,K. Maini,Campos Racing,Barcelona,Feature Race,Round 7 ,2023-06-04
37,58:01.012,64.283,1.597,178.068,1:29.872,22.0,18.0,16,R. Nissany,PHM Racing by Charouz,Barcelona,Feature Race,Round 7 ,2023-06-04
37,58:17.825,81.096,16.813,177.212,1:31.199,26.0,19.0,15,A. Cordeel,Invicta Virtuosi Racing,Barcelona,Feature Race,Round 7 ,2023-06-04
36,57:06.814,1 LAP,1 LAP,175.992,1:29.289,31.0,20.0,10,I. Hadjar,Hitech Pulse-Eight,Barcelona,Feature Race,Round 7 ,2023-06-04
36,57:06.862,1 LAP,0.048,175.99,1:27.474,35.0,21.0,21,C. Novalak,Trident,Barcelona,Feature Race,Round 7 ,2023-06-04
36,58:46.420,1 LAP,99.558,171.021,1:30.627,32.0,22.0,17,B. Benavides,PHM Racing by Charouz,Barcelona,Feature Race,Round 7 ,2023-06-04
32,58:18.977,-,-,177.931,1:46.038,24.0,1.0,6,A. Markelov,RUSSIAN TIME,Sakhir,Feature Race,Round 1 ,2017-04-16
32,58:26.868,7.891,-,177.53,1:46.187,18.0,2.0,20,N. Nato,Pertamina Arden,Sakhir,Feature Race,Round 1 ,2017-04-16
32,58:32.757,13.780,5.889,177.233,1:46.550,24.0,3.0,1,C. Leclerc,PREMA Racing,Sakhir,Feature Race,Round 1 ,2017-04-16
32,58:36.455,17.478,3.698,177.046,1:46.729,19.0,4.0,15,J. King,MP Motorsport,Sakhir,Feature Race,Round 1 ,2017-04-16
32,58:37.121,18.144,0.666,177.013,1:46.761,21.0,5.0,9,O. Rowland,DAMS,Sakhir,Feature Race,Round 1 ,2017-04-16
32,58:38.721,19.744,1.600,176.932,1:46.171,19.0,6.0,8,A. Albon,ART Grand Prix,Sakhir,Feature Race,Round 1 ,2017-04-16
32,58:46.033,27.056,7.312,176.565,1:46.787,20.0,7.0,5,L. Ghiotto,RUSSIAN TIME,Sakhir,Feature Race,Round 1 ,2017-04-16
32,58:48.948,29.971,2.915,176.419,1:46.668,23.0,8.0,7,N. Matsushita,ART Grand Prix,Sakhir,Feature Race,Round 1 ,2017-04-16
32,58:49.927,30.950,0.979,176.37,1:46.969,28.0,9.0,2,A. Fuoco,PREMA Racing,Sakhir,Feature Race,Round 1 ,2017-04-16
32,58:54.703,35.726,4.776,176.132,1:46.901,22.0,10.0,18,N. de Vries,Rapax,Sakhir,Feature Race,Round 1 ,2017-04-16
32,59:06.555,47.578,11.852,175.544,1:47.731,24.0,11.0,10,N. Latifi,DAMS,Sakhir,Feature Race,Round 1 ,2017-04-16
32,59:11.506,52.529,2.383,175.299,1:46.520,19.0,12.0,11,R. Boschung,Campos Racing,Sakhir,Feature Race,Round 1 ,2017-04-16
32,59:14.123,50.146,2.568,175.417,1:47.610,27.0,13.0,14,S. Sette Câmara,MP Motorsport,Sakhir,Feature Race,Round 1 ,2017-04-16
32,59:15.288,56.311,3.782,175.112,1:48.907,7.0,14.0,17,S. Canamasas,Trident,Sakhir,Feature Race,Round 1 ,2017-04-16
32,59:25.700,66.723,10.412,174.601,1:46.798,20.0,15.0,19,J. Cecotto,Rapax,Sakhir,Feature Race,Round 1 ,2017-04-16
32,59:31.910,72.933,6.210,174.298,1:45.843,26.0,16.0,12,S. Coletti,Campos Racing,Sakhir,Feature Race,Round 1 ,2017-04-16
32,59:37.556,78.579,5.646,174.022,1:46.989,17.0,17.0,21,S. Gelael,Pertamina Arden,Sakhir,Feature Race,Round 1 ,2017-04-16
32,59:43.460,84.483,5.904,173.736,1:48.343,13.0,18.0,4,G. Malja,Racing Engineering,Sakhir,Feature Race,Round 1 ,2017-04-16
32,59:57.959,98.982,14.499,173.036,1:48.976,25.0,19.0,16,N. Jeffri,Trident,Sakhir,Feature Race,Round 1 ,2017-04-16
32,59:58.083,99.106,0.124,173.03,1:46.796,25.0,20.0,3,L. Delétraz,Racing Engineering,Sakhir,Feature Race,Round 1 ,2017-04-16
31,59:34.767,6.679,-,173.273,1:53.014,9.0,1.0,6,A. Markelov,RUSSIAN TIME,Yas Island,Feature Race,Round 11 ,2017-11-26
31,59:51.032,22.944,0.015,172.488,1:51.437,25.0,2.0,1,C. Leclerc,PREMA Racing,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:00.205,32.117,9.173,172.049,1:53.485,29.0,3.0,5,L. Ghiotto,RUSSIAN TIME,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:01.948,33.860,1.743,171.965,1:52.037,25.0,4.0,3,N. de Vries,Racing Engineering,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:04.464,36.376,2.516,171.845,1:53.394,27.0,5.0,10,N. Latifi,DAMS,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:06.741,38.653,2.277,171.737,1:53.123,11.0,6.0,7,N. Matsushita,ART Grand Prix,Yas Island,Feature Race,Round 11 ,2017-11-26
31,1:00:09.385,41.297,2.644,171.611,1:50.314,27.0,7.0,8,A. Albon,ART Grand Prix,Yas Island,Feature Race,Round 11 ,2017-11-26
